FID,PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate
85,0043XX Lake ST E,3739151,MP 2018 040597,3,2018/02/08 02:47:00,2018/02/08 01:54:00,01:54:00,BURGB,Burglary Of Business,6,2018/02/08 02:47:31,14494,44.94834439,-93.2107897,"-10,376,177.6453","5,613,393.0298",COOPER,2018/02/09 02:14:26,2018/02/09 20:00:40
86,0020XX Broadway AV W,3739152,MP 2018 040596,4,2018/02/08 04:54:59,2018/02/08 01:50:59,01:51:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/08 02:57:25,14753,45.00125875,-93.30562646,"-10,386,734.8259","5,621,719.6527",JORDAN,2018/02/08 05:53:05,2018/02/08 20:00:32
87,0058XX Lyndale AV S,3739170,MP 2018 040679,5,2018/02/08 06:36:59,2018/02/08 06:00:00,06:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/08 06:37:05,20000,44.8970846,-93.28830455,"-10,384,806.5592","5,605,334.0873",WINDOM,2018/02/08 08:20:32,2018/02/08 20:00:32
88,00001X 5 ST N,3739172,MP 2018 038906,1,2018/02/08 07:30:00,2018/02/04 23:00:00,23:00:00,ROBPER,Robbery Of Person,4,2018/02/08 07:38:12,16701,44.97996756,-93.27316614,"-10,383,121.3599","5,618,368.3395",DOWNTOWN WEST,2018/02/08 10:59:57,2018/02/08 20:00:32
89,0004XX 5 ST N,3739173,MP 2018 040695,1,2018/02/08 07:53:00,2018/02/07 13:44:59,13:45:00,THEFT,Other Theft,7,2018/02/08 07:52:32,25935,44.9838146,-93.27839929,"-10,383,703.911","5,618,973.7859",NORTH LOOP,2018/02/08 10:44:59,2018/02/08 20:00:32
90,0017XX 2 ST N,3739174,MP 2018 040715,4,2018/02/08 08:19:59,2018/02/08 07:43:00,07:43:00,THEFT,Other Theft,7,2018/02/08 08:18:02,18661,44.99691349,-93.27994572,"-10,383,876.0586","5,621,035.5911",NEAR - NORTH,2018/02/09 12:00:20,2018/02/09 20:00:40
91,0001XX 59 ST E,3739176,MP 2018 999269,5,2018/02/08 08:23:45,2018/02/07 20:00:00,20:00:00,TFMV,Theft From Motr Vehc,7,2018/02/08 08:23:45,15243,44.89561447,-93.27754595,"-10,383,608.9178","5,605,103.0634",WINDOM,2018/02/08 08:23:48,2018/02/08 20:00:32
92,0038XX Blaisdell AV S,3739177,MP 2018 040690,5,2018/02/08 08:28:00,2018/02/08 06:00:00,06:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 08:26:35,14392,44.93320316,-93.27976254,"-10,383,855.6668","5,611,011.8128",KING FIELD,2018/02/08 15:29:26,2018/02/08 20:00:32
93,0029XX University AV SE,3739182,MP 2018 040719,2,2018/02/08 09:00:00,2018/02/07 17:00:00,17:00:00,THEFT,Other Theft,7,2018/02/08 08:59:02,21973,44.97089318,-93.21501079,"-10,376,647.5357","5,616,940.3769",PROSPECT PARK - EAST RIVER ROAD,2018/02/08 12:25:12,2018/02/08 20:00:32
94,0051XX Queen AV N,3739197,MP 2018 040732,4,2018/02/08 09:27:00,2018/02/08 07:50:00,07:50:00,AUTOTH,Motor Vehicle Theft,8,2018/02/08 09:26:53,10067,45.0485005,-93.31060049,"-10,387,288.5318","5,629,160.1317",SHINGLE CREEK,2018/02/09 06:13:16,2018/02/09 20:00:40
95,0030XX 50 ST E,3739205,MP 2018 040774,3,2018/02/08 10:30:00,2018/02/07 17:15:00,17:15:00,BURGD,Burglary Of Dwelling,6,2018/02/08 10:06:58,21835,44.91259919,-93.22776982,"-10,378,067.8638","5,607,772.4956",KEEWAYDIN,2018/02/08 17:41:27,2018/02/08 20:00:32
96,0016XX Washington AV N,3739208,MP 2018 040822,4,2018/02/08 10:30:00,2018/02/08 10:08:00,10:08:00,THEFT,Other Theft,7,2018/02/08 10:30:11,15994,44.99580871,-93.28156575,"-10,384,056.3994","5,620,861.6775",NEAR - NORTH,2018/02/09 10:51:21,2018/02/09 20:00:40
97,0021XX Vincent AV N,3739212,MP 2018 999264,4,2018/02/08 11:06:19,2018/02/03 11:19:59,11:20:00,THFTSW,Theft By Swindle,7,2018/02/08 11:06:19,17375,45.00111986,-93.3158934,"-10,387,877.7359","5,621,697.7862",WILLARD - HAY,2018/02/08 19:02:00,2018/02/08 20:00:32
98,0027XX Fremont AV N,3739213,MP 2018 040904,4,2018/02/08 11:15:00,2018/01/07 14:00:00,14:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/08 11:23:18,22231,45.00865586,-93.2955763,"-10,385,616.0468","5,622,884.2775",JORDAN,2018/02/09 06:11:58,2018/02/09 20:00:40
99,0004XX 1 ST N,3739222,MP 2018 999263,1,2018/02/08 12:10:02,2018/02/08 11:15:00,11:15:00,TFMV,Theft From Motr Vehc,7,2018/02/08 12:10:02,19562,44.98855577,-93.27353796,"-10,383,162.7502","5,619,720.0064",NORTH LOOP,2018/02/08 12:10:09,2018/02/08 20:00:32
100,15 AV N / Knox AV N,3739224,MP 2018 040973,4,2018/02/08 12:14:59,2018/02/08 11:45:00,11:45:00,DASLT2,2nd Deg Domes Aslt,5,2018/02/08 12:22:20,,44.99416,-93.30194,"-10,386,324.45","5,620,601.523",WILLARD - HAY,2018/02/09 06:12:28,2018/02/09 20:00:40
101,0014XX Franklin AV E,3739226,MP 2018 040919,3,2018/02/08 12:29:00,2018/01/30 21:00:00,21:00:00,TFMV,Theft From Motr Vehc,7,2018/02/08 12:27:56,17525,44.96272734,-93.25512616,"-10,381,113.1583","5,615,655.5755",VENTURA VILLAGE,2018/02/08 17:40:39,2018/02/08 20:00:32
102,0010XX MARQUETTE AV ,3739238,MP 2018 999262,1,2018/02/08 13:04:14,2018/01/27 09:59:59,10:00:00,TFMV,Theft From Motr Vehc,7,2018/02/08 13:04:14,17096,44.972894,-93.27369104,"-10,383,179.7907","5,617,255.2102",DOWNTOWN WEST,2018/02/08 13:04:19,2018/02/08 20:00:32
103,0036XX Penn AV N,3739243,MP 2018 040344,4,2018/02/08 13:18:00,2018/02/05 21:53:59,21:54:00,THEFT,Other Theft,7,2018/02/08 13:16:48,10352,45.02136805,-93.30828599,"-10,387,030.8837","5,624,886.0752",CLEVELAND,2018/02/08 14:12:44,2018/02/08 20:00:32
104,0012XX Washington ST NE,3739245,MP 2018 040961,2,2018/02/08 13:30:00,2018/02/07 12:59:59,13:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 13:22:08,16578,44.99980034,-93.25753629,"-10,381,381.4528","5,621,490.0538",LOGAN PARK,2018/02/09 06:20:16,2018/02/09 20:00:40
105,0015XX HAWTHORNE AV ,3739250,MP 2018 999260,1,2018/02/08 13:33:17,2018/01/30 12:00:00,12:00:00,THEFT,Other Theft,7,2018/02/08 13:33:17,22637,44.97494835,-93.28494279,"-10,384,432.3298","5,617,578.4779",LORING PARK,2018/02/08 13:33:20,2018/02/08 20:00:32
106,0007XX Park AV S,3739256,MP 2018 040991,1,2018/02/08 12:59:59,2018/02/08 12:39:00,12:39:00,CSCR,Crim Sex Cond-rape,3,2018/02/08 13:45:25,18846,44.97236806,-93.26312004,"-10,382,003.0328","5,617,172.4507",ELLIOT PARK,2018/02/08 15:23:52,2018/02/08 20:00:32
107,0024XX 4 ST N,3739258,MP 2018 040837,4,2018/02/08 14:19:59,2018/02/06 08:00:00,08:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 13:53:05,22215,45.00424321,-93.2849348,"-10,384,431.4407","5,622,189.5168",HAWTHORNE,2018/02/09 06:13:57,2018/02/09 20:00:40
108,0025XX Lake ST E,3739265,MP 2018 041073,3,2018/02/08 15:30:00,2018/02/08 13:41:59,13:42:00,BURGB,Burglary Of Business,6,2018/02/08 14:58:39,19097,44.94837171,-93.23514707,"-10,378,889.0961","5,613,397.3273",LONGFELLOW,2018/02/09 10:06:02,2018/02/09 20:00:40
109,0025XX Central AV NE,3739266,MP 2018 041125,2,2018/02/08 15:00:00,2018/02/03 07:25:00,07:25:00,BURGB,Burglary Of Business,6,2018/02/08 15:01:13,20470,45.01406587,-93.24733737,"-10,380,246.1143","5,623,736.1416",HOLLAND,2018/02/09 06:20:48,2018/02/09 20:00:40
110,0001XX Seymour AV SE,3739269,MP 2018 041110,2,2018/02/08 15:59:59,2018/02/07 15:59:59,16:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 15:11:37,10314,44.96361619,-93.21278307,"-10,376,399.5466","5,615,795.4182",PROSPECT PARK - EAST RIVER ROAD,2018/02/09 06:20:29,2018/02/09 20:00:40
111,Cedar AV S / Franklin AV E,3739270,MP 2018 041111,3,2018/02/08 15:30:00,2018/02/08 14:18:00,14:18:00,ROBPAG,Robbery Per Agg,4,2018/02/08 15:14:29,,44.96275,-93.24524,"-10,380,012.55","5,615,659.622",SEWARD,2018/02/09 15:22:28,2018/02/09 20:00:40
112,0006XX Lowry AV N,3739271,MP 2018 041142,4,2018/02/08 17:00:00,2018/02/07 18:00:00,18:00:00,DASLT2,2nd Deg Domes Aslt,5,2018/02/08 15:16:27,25904,45.0129579,-93.28721804,"-10,384,685.6093","5,623,561.6723",HAWTHORNE,2018/02/09 09:28:10,2018/02/09 20:00:40
113,0025XX 13 AV S,3739280,MP 2018 041223,3,2018/02/08 16:14:00,2018/02/08 15:48:00,15:48:00,THEFT,Other Theft,7,2018/02/08 16:13:53,16865,44.95643967,-93.25624515,"-10,381,237.7234","5,614,666.4087",MIDTOWN PHILLIPS,2018/02/09 06:53:58,2018/02/09 20:00:40
114,0022XX Central AV NE,3739286,MP 2018 041227,2,2018/02/08 16:44:59,2018/02/08 15:30:00,15:30:00,THEFT,Other Theft,7,2018/02/08 16:37:49,20984,45.01037758,-93.24735991,"-10,380,248.6227","5,623,155.372",WINDOM PARK,2018/02/09 06:21:17,2018/02/09 20:00:40
115,0008XX 13 AV SE,3739290,MP 2018 999257,2,2018/02/08 16:43:28,2018/02/06 14:22:00,14:22:00,THEFT,Other Theft,7,2018/02/08 16:43:28,16832,44.98531447,-93.23374831,"-10,378,733.3871","5,619,209.8457",MARCY HOLMES,2018/02/08 16:43:33,2018/02/08 20:00:32
116,0009XX 4 ST N,3739293,MP 2018 041221,1,2018/02/08 17:00:00,2018/02/07 11:29:59,11:30:00,AUTOTH,Motor Vehicle Theft,8,2018/02/08 17:15:35,16620,44.98720974,-93.28094392,"-10,383,987.178","5,619,508.1465",NORTH LOOP,2018/02/09 06:31:53,2018/02/09 20:00:40
117,0013XX Willow ST ,3739294,MP 2018 041210,1,2018/02/08 17:26:00,2018/02/08 15:30:00,15:30:00,BURGD,Burglary Of Dwelling,6,2018/02/08 17:25:36,17268,44.96932975,-93.28185409,"-10,384,088.4974","5,616,694.3754",LORING PARK,2018/02/09 09:17:31,2018/02/09 20:00:40
118,0008XX 5 AV N,3739299,MP 2018 999256,4,2018/02/08 17:43:20,2018/02/08 06:30:00,06:30:00,TFMV,Theft From Motr Vehc,7,2018/02/08 17:43:20,15717,44.98278712,-93.29018524,"-10,385,015.9169","5,618,812.0771",SUMNER - GLENWOOD,2018/02/08 17:43:25,2018/02/08 20:00:32
119,0003XX St Anthony AV ,3739305,MP 2018 041269,2,2018/02/08 18:32:00,2018/02/08 16:25:00,16:25:00,BURGD,Burglary Of Dwelling,6,2018/02/08 18:32:08,20334,44.95774506,-93.20899109,"-10,375,977.4253","5,614,871.7612",PROSPECT PARK - EAST RIVER ROAD,2018/02/09 06:21:31,2018/02/09 20:00:40
120,0054XX 25 AV S,3739306,MP 2018 999255,3,2018/02/08 18:34:23,2018/02/07 23:00:00,23:00:00,TFMV,Theft From Motr Vehc,7,2018/02/08 18:34:23,13382,44.90440023,-93.23613392,"-10,378,998.9519","5,606,483.794",WENONAH,2018/02/08 18:34:29,2018/02/08 20:00:32
121,0030XX Hennepin AV S,3739311,MP 2018 041498,5,2018/02/08 19:47:00,2018/02/08 19:14:00,19:14:00,THEFT,Other Theft,7,2018/02/08 19:45:58,11281,44.9474742,-93.29829195,"-10,385,918.3514","5,613,256.1615",ECCO,2018/02/08 23:31:56,2018/02/09 20:00:40
122,0028XX 26 AV S,3739318,MP 2018 041512,3,2018/02/08 20:29:59,2018/02/08 18:55:00,18:55:00,SHOPLF,Shoplifting,7,2018/02/08 20:27:02,19096,44.95108135,-93.2347243,"-10,378,842.0334","5,613,823.5304",LONGFELLOW,2018/02/09 08:10:02,2018/02/09 20:00:40
123,0035XX Penn AV N,3739328,MP 2018 041564,4,2018/02/01 16:02:59,2018/01/28 12:00:00,12:00:00,THEFT,Other Theft,7,2018/02/08 21:25:54,10354,45.01956023,-93.30826503,"-10,387,028.5494","5,624,601.3702",FOLWELL,2018/02/09 06:16:25,2018/02/09 20:00:40
124,0038XX 6 ST N,3739333,MP 2018 041620,4,2018/02/08 22:15:00,2018/02/08 08:00:00,08:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 22:16:02,13591,45.02483662,-93.28654434,"-10,384,610.6141","5,625,432.3518",WEBBER - CAMDEN,2018/02/09 06:16:40,2018/02/09 20:00:40
125,0014XX Portland AV S,3739334,MP 2018 041612,1,2018/02/08 20:35:00,2018/02/08 20:35:00,20:35:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/08 22:16:10,18562,44.96848547,-93.26765708,"-10,382,508.0935","5,616,561.5319",ELLIOT PARK,2018/02/09 05:46:14,2018/02/09 20:00:40
126,0002XX 62 ST W,3739338,MP 2018 041672,5,2018/02/08 22:50:59,2018/02/08 06:00:00,06:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 22:50:41,13466,44.89062727,-93.28192559,"-10,384,096.4566","5,604,319.3917",WINDOM,2018/02/09 05:53:57,2018/02/09 20:00:40
127,0023XX Colfax AV S,3739341,MP 2018 041608,5,2018/02/08 22:57:59,2018/02/08 04:30:00,04:30:00,BURGD,Burglary Of Dwelling,6,2018/02/08 22:57:59,16104,44.96002154,-93.29183072,"-10,385,199.0906","5,615,229.8901",LOWRY HILL EAST,2018/02/09 05:52:37,2018/02/09 20:00:40
128,0042XX 2 AV S,3739342,MP 2018 041585,3,2018/02/08 23:00:00,2018/02/08 12:00:00,12:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 23:00:19,15219,44.92599714,-93.27404426,"-10,383,219.1116","5,609,878.7649",REGINA,2018/02/09 02:22:27,2018/02/09 20:00:40
129,0037XX 14 AV S,3739346,MP 2018 041696,3,2018/02/08 23:19:00,2018/02/08 17:00:00,17:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 23:14:47,12324,44.93503595,-93.25492266,"-10,381,090.504","5,611,300.017",POWDERHORN PARK,2018/02/09 14:20:15,2018/02/09 20:00:40
130,0037XX 17 AV S,3739348,MP 2018 041667,3,2018/02/08 23:29:59,2018/02/08 19:30:00,19:30:00,BURGD,Burglary Of Dwelling,6,2018/02/08 23:32:24,19531,44.93502453,-93.24987503,"-10,380,528.6054","5,611,298.2218",POWDERHORN PARK,2018/02/09 14:11:50,2018/02/09 20:00:40
131,0013XX 2 AV S,3739349,MP 2018 041488,1,2018/02/08 23:29:59,2018/02/08 12:00:00,12:00:00,TFMV,Theft From Motr Vehc,7,2018/02/08 23:32:32,25845,44.96976154,-93.27499862,"-10,383,325.3499","5,616,762.3157",LORING PARK,2018/02/09 06:33:05,2018/02/09 20:00:40
132,0038XX 16 AV S,3739351,MP 2018 041678,3,2018/02/08 23:51:00,2018/02/08 18:00:00,18:00:00,BURGD,Burglary Of Dwelling,6,2018/02/08 23:50:55,20875,44.93320826,-93.25113206,"-10,380,668.5365","5,611,012.6152",BANCROFT,2018/02/09 14:17:56,2018/02/09 20:00:40
133,0002XX Lake ST E,3739356,MP 2018 041910,3,2018/02/09 00:45:00,2018/02/09 00:23:00,00:23:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/09 00:46:59,19103,44.94835479,-93.27348353,"-10,383,156.6912","5,613,394.6652",PHILLIPS WEST,2018/02/09 02:39:15,2018/02/09 20:00:40
134,0023XX Colfax AV S,3739358,MP 2018 041752,5,2018/02/09 01:28:00,2018/02/08 13:30:00,13:30:00,BURGD,Burglary Of Dwelling,6,2018/02/09 01:27:08,16104,44.96002154,-93.29183072,"-10,385,199.0906","5,615,229.8901",LOWRY HILL EAST,2018/02/09 05:55:20,2018/02/09 20:00:40
135,0043XX 31 AV S,3739376,MP 2018 042033,3,2018/02/09 08:00:59,2018/02/08 15:59:59,16:00:00,BURGB,Burglary Of Business,6,2018/02/09 07:59:51,11466,44.92416303,-93.22704393,"-10,377,987.0589","5,609,590.3978",ERICSSON,2018/02/09 14:42:29,2018/02/09 20:00:40
136,00001X 4 ST N,3739377,MP 2018 042037,1,2018/02/09 08:00:00,2018/02/09 03:00:00,03:00:00,THEFT,Other Theft,7,2018/02/09 08:08:26,17119,44.98083264,-93.27195951,"-10,382,987.0377","5,618,504.4818",DOWNTOWN WEST,2018/02/09 17:35:57,2018/02/09 20:00:40
137,0038XX 23 AV S,3739378,MP 2018 042043,3,2018/02/09 08:10:00,2018/02/09 06:35:00,06:35:00,AUTOTH,Motor Vehicle Theft,8,2018/02/09 08:10:39,20876,44.93321218,-93.23845851,"-10,379,257.7236","5,611,013.2313",STANDISH,2018/02/09 14:42:59,2018/02/09 20:00:40
138,0016XX Oak Park AV ,3739381,MP 2018 999254,4,2018/02/09 08:27:28,2018/02/08 11:00:00,11:00:00,THEFT,Other Theft,7,2018/02/09 08:27:28,15668,44.98747091,-93.3013468,"-10,386,258.416","5,619,549.2536",NEAR - NORTH,2018/02/09 14:24:12,2018/02/09 20:00:40
139,0058XX Oakland AV S,3739403,MP 2018 042084,3,2018/02/09 09:14:00,2017/06/01 12:00:00,12:00:00,THEFT,Other Theft,7,2018/02/09 09:13:25,13317,44.89759015,-93.26649161,"-10,382,378.3541","5,605,413.5343",DIAMOND LAKE,2018/02/09 10:03:15,2018/02/09 20:00:40
140,0036XX MINNEHAHA AV ,3739409,MP 2018 999252,3,2018/02/09 09:50:12,2018/02/07 19:15:00,19:15:00,TFMV,Theft From Motr Vehc,7,2018/02/09 09:50:12,21265,44.93585216,-93.22514216,"-10,377,775.3542","5,611,428.3691",HOWE,2018/02/09 09:50:17,2018/02/09 20:00:40
141,0003XX 1 AV NE,3739429,MP 2018 041183,2,2018/02/09 10:05:00,2018/02/07 18:00:00,18:00:00,BURGB,Burglary Of Business,6,2018/02/09 10:03:04,17294,44.98925433,-93.25636308,"-10,381,250.8514","5,619,829.9593",NICOLLET ISLAND - EAST BANK,2018/02/09 13:33:39,2018/02/09 20:00:40
142,0041XX Grand AV S,3739433,MP 2018 042081,5,2018/02/09 08:39:00,2018/02/09 00:01:00,00:01:00,TFMV,Theft From Motr Vehc,7,2018/02/09 10:25:08,12797,44.92773658,-93.28440022,"-10,384,371.931","5,610,152.255",KING FIELD,2018/02/09 12:54:26,2018/02/09 20:00:40
143,0024XX James AV N,3739437,MP 2018 042042,4,2018/02/09 10:41:59,2018/02/09 06:55:00,06:55:00,AUTOTH,Motor Vehicle Theft,8,2018/02/09 10:42:25,22662,45.00392809,-93.30214193,"-10,386,346.9301","5,622,139.9046",JORDAN,2018/02/09 11:19:49,2018/02/09 20:00:40
144,0003XX Lowry AV N,3739439,MP 2018 999250,4,2018/02/09 11:01:22,2018/02/08 12:01:00,12:01:00,THEFT,Other Theft,7,2018/02/09 11:01:22,14883,45.0130942,-93.28413789,"-10,384,342.7287","5,623,583.1358",HAWTHORNE,2018/02/09 11:01:29,2018/02/09 20:00:40
145,0007XX 16 ST E,3739440,MP 2018 999249,1,2018/02/09 11:15:26,2018/02/07 21:00:00,21:00:00,THEFT,Other Theft,7,2018/02/09 11:15:26,18915,44.96716695,-93.26382938,"-10,382,081.996","5,616,354.0753",ELLIOT PARK,2018/02/09 11:15:29,2018/02/09 20:00:40
146,0001XX 5 ST N,3739441,MP 2018 999248,1,2018/02/09 11:17:14,2018/02/02 23:00:00,23:00:00,THEFT,Other Theft,7,2018/02/09 11:17:14,17874,44.98078144,-93.27429567,"-10,383,247.0982","5,618,496.4248",DOWNTOWN WEST,2018/02/09 11:17:18,2018/02/09 20:00:40
147,0021XX GLENWOOD AV ,3739449,MP 2018 999247,4,2018/02/09 12:11:45,2018/02/08 09:00:00,09:00:00,THEFT,Other Theft,7,2018/02/09 12:11:45,15737,44.98073056,-93.30730703,"-10,386,921.9059","5,618,488.4173",HARRISON,2018/02/09 12:11:50,2018/02/09 20:00:40
148,0050XX Penn AV S,3739459,MP 2018 999245,5,2018/02/09 13:11:09,2018/02/09 02:29:59,02:30:00,TBLDG,Theft From Building,7,2018/02/09 13:11:09,19904,44.9114575,-93.30869568,"-10,387,076.4902","5,607,593.0357",LYNNHURST,2018/02/09 19:47:31,2018/02/09 20:00:40
149,0038XX 22 AV S,3739460,MP 2018 999244,3,2018/02/09 13:20:30,2017/07/07 00:00:00,00:00:00,THFTSW,Theft By Swindle,7,2018/02/09 13:20:30,13122,44.93321523,-93.24099773,"-10,379,540.3884","5,611,013.7107",STANDISH,2018/02/09 13:20:36,2018/02/09 20:00:40
150,0028XX CHICAGO AV ,3739461,MP 2018 999243,3,2018/02/09 13:21:00,2018/02/08 14:00:00,14:00:00,THFTSW,Theft By Swindle,7,2018/02/09 13:21:00,22827,44.95063475,-93.26265117,"-10,381,950.8381","5,613,753.2822",PHILLIPS WEST,2018/02/09 13:21:05,2018/02/09 20:00:40
151,0025XX Hennepin AV S,3739465,MP 2018 042388,5,2018/02/09 13:44:59,2018/02/09 13:15:00,13:15:00,THEFT,Other Theft,7,2018/02/09 13:45:52,14461,44.95680675,-93.29584001,"-10,385,645.4035","5,614,724.1544",LOWRY HILL EAST,2018/02/09 14:13:20,2018/02/09 20:00:40
152,0004XX HENNEPIN AV ,3739466,MP 2018 999242,1,2018/02/09 13:47:43,2018/02/03 00:00:00,00:00:00,THEFT,Other Theft,7,2018/02/09 13:47:43,16700,44.9800647,-93.27188308,"-10,382,978.5303","5,618,383.6275",DOWNTOWN WEST,2018/02/09 13:47:48,2018/02/09 20:00:40
153,0034XX Colfax AV S,3739469,MP 2018 999241,5,2018/02/09 13:55:25,2018/02/06 10:12:00,10:12:00,THEFT,Other Theft,7,2018/02/09 13:55:25,11706,44.94040713,-93.29200498,"-10,385,218.4894","5,612,144.6822",CARAG,2018/02/09 13:56:03,2018/02/09 20:00:40
154,0013XX 5 ST SE,3739471,MP 2018 999240,2,2018/02/09 13:58:58,2018/02/03 18:40:00,18:40:00,THEFT,Other Theft,7,2018/02/09 13:58:58,16637,44.98175111,-93.23569453,"-10,378,950.0387","5,618,649.0298",MARCY HOLMES,2018/02/09 13:58:58,2018/02/09 20:00:40
155,0007XX 18 ST E,3739475,MP 2018 999239,3,2018/02/09 14:15:20,2018/02/09 06:30:00,06:30:00,THEFT,Other Theft,7,2018/02/09 14:15:20,18713,44.96523784,-93.2631949,"-10,382,011.3661","5,616,050.5554",VENTURA VILLAGE,2018/02/09 14:15:25,2018/02/09 20:00:40
156,0030XX Excelsior BL ,3739478,MP 2018 042335,5,2018/02/09 12:49:00,2018/02/09 12:49:00,12:49:00,SHOPLF,Shoplifting,7,2018/02/09 14:33:29,16295,44.94671265,-93.3216039,"-10,388,513.4263","5,613,136.3815",WEST CALHOUN,2018/02/09 15:04:47,2018/02/09 20:00:40
157,0049XX 10 AV S,3739497,MP 2018 999235,3,2018/02/09 16:08:35,2017/11/12 00:00:00,00:00:00,THEFT,Other Theft,7,2018/02/09 16:08:35,12760,44.91337573,-93.26008241,"-10,381,664.8857","5,607,894.5607",NORTHROP,2018/02/09 16:08:35,2018/02/09 20:00:40
158,0007XX 4 ST S,3739518,MP 2018 999233,1,2018/02/09 17:39:18,2018/02/08 06:59:59,07:00:00,TFMV,Theft From Motr Vehc,7,2018/02/09 17:39:18,18599,44.97546603,-93.25960587,"-10,381,611.837","5,617,659.9407",DOWNTOWN EAST,2018/02/09 17:39:21,2018/02/09 20:00:40
159,0001XX 2 AV S,3739527,MP 2018 999232,1,2018/02/09 18:59:28,2018/02/09 12:00:00,12:00:00,THEFT,Other Theft,7,2018/02/09 18:59:28,17255,44.98207479,-93.26419256,"-10,382,122.4248","5,618,699.9697",DOWNTOWN WEST,2018/02/09 18:59:34,2018/02/09 20:00:40
160,HIAWATHA AV  / 44 AV S,3739529,MP 2018 999231,99,2018/02/09 19:31:42,2018/02/09 06:59:59,07:00:00,TFMV,Theft From Motr Vehc,7,2018/02/09 19:31:42,,44.91202,-93.21002,"-10,376,091.9","5,607,681.606",MINNEHAHA,2018/02/09 19:31:47,2018/02/09 20:00:40
161,0028XX 29 ST E,3742871,MP 2018 061072,3,2018/02/26 05:55:00,2018/02/26 00:59:59,01:00:00,DASTR,Domestic Assault/Strangulation,5,2018/02/26 05:54:13,20288,44.95017246,-93.23077493,"-10,378,402.3915","5,613,680.5676",LONGFELLOW,2018/02/27 12:27:29,2018/02/27 20:00:34
162,0025XX Girard AV S,3742946,MP 2018 061410,5,2018/02/26 14:31:00,2018/02/22 11:00:00,11:00:00,BURGD,Burglary Of Dwelling,6,2018/02/26 14:30:31,14460,44.95694438,-93.29694067,"-10,385,767.9281","5,614,745.8045",EAST ISLES,2018/02/27 09:19:08,2018/02/27 20:00:34
163,0004XX 3 AV N,3742960,MP 2018 058286,1,2018/02/23 19:44:59,2018/02/23 15:52:00,15:52:00,ARSON,Arson,10,2018/02/26 15:25:01,19501,44.98282654,-93.27477304,"-10,383,300.2386","5,618,818.2817",NORTH LOOP,2018/02/27 06:07:43,2018/02/27 20:00:34
164,0008XX 3 AV S,3742987,MP 2018 061653,1,2018/02/26 16:44:59,2018/01/17 12:00:00,12:00:00,AUTOTH,Motor Vehicle Theft,8,2018/02/26 16:45:17,17422,44.97371067,-93.26938581,"-10,382,700.5348","5,617,383.719",DOWNTOWN WEST,2018/02/27 06:43:56,2018/02/27 20:00:34
165,0006XX Broadway AV W,3742990,MP 2018 061597,4,2018/02/26 17:10:59,2018/02/26 15:14:59,15:15:00,THFTSW,Theft By Swindle,7,2018/02/26 17:10:50,22647,44.99913516,-93.28682309,"-10,384,641.6445","5,621,385.3364",NEAR - NORTH,2018/02/26 22:37:30,2018/02/27 20:00:34
166,18 ST E / Nicollet AV S,3742998,MP 2018 061764,5,2018/02/26 17:39:59,2018/02/26 14:25:00,14:25:00,TFPER,Theft From Person,7,2018/02/26 17:38:38,,44.96523,-93.27781,"-10,383,638.43","5,616,048.694",STEVENS SQUARE - LORING HEIGHTS,2018/02/26 22:14:14,2018/02/27 20:00:34
167,0037XX 3 AV S,3743003,MP 2018 061721,3,2018/02/26 18:27:00,2018/02/26 17:05:00,17:05:00,ASLT2,Asslt W/dngrs Weapon,5,2018/02/26 18:26:49,16259,44.93504357,-93.27273375,"-10,383,073.2264","5,611,301.2157",CENTRAL,2018/02/27 16:50:11,2018/02/27 20:00:34
168,6 AV SE / University AV SE,3743004,MP 2018 061820,2,2018/02/26 18:35:00,2018/02/16 21:00:00,21:00:00,ROBPER,Robbery Of Person,4,2018/02/26 18:34:18,,44.98395,-93.24765,"-10,380,280.6","5,618,994.438",MARCY HOLMES,2018/02/27 00:00:16,2018/02/27 20:00:34
169,Penn AV N / Queen AV N,3743008,MP 2018 061633,4,2018/02/26 18:59:59,2018/02/26 11:00:00,11:00:00,ROBPAG,Robbery Per Agg,4,2018/02/26 18:56:37,,45.04998,-93.30936,"-10,387,150.65","5,629,392.926",SHINGLE CREEK,2018/02/26 22:51:31,2018/02/27 20:00:34
